;;31.01.2021;;06.02.2021;;13.02.2021;;14.02.2021 - 20.02.2021;;21.02.2021;;22.02.2021 - 26.02.2021;;27.02.2021;;28.02.2021 - 05.03.2021;;06.03.2021;;07.03.2021 - 12.03.2021;;13.02.2021 - 12.03.2021;;Info;13.03.2021;13.03.2021;14.03.2021 - 20.03.2021;14.03.2021 - 20.03.2021;21.03.2021;21.03.2021;22.03.2021 - 27.03.2021;22.03.2021 - 27.03.2021;28.03.2021;28.03.2021;29.03.2021 - 03.04.2021;29.03.2021 - 03.04.2021;04.04.2021;04.04.2021;05.04.2021 - 10.04.2021;05.04.2021 - 10.04.2021;13.03.2021 - 10.04.2021;;Info;11.04.2021;11.04.2021;12.04.2021 - 16.04.2021;12.04.2021 - 16.04.2021;17.04.2021;17.04.2021;18.04.2021 - 24.04.2021;18.04.2021 - 24.04.2021;25.04.2021;25.04.2021;26.04.2021 - 01.05.2021;26.04.2021 - 01.05.2021;02.05.2021;02.05.2021;03.05.2021 - 08.05.2021;03.05.2021 - 08.05.2021;11.04.2021 - 08.05.2021;;Info;09.05.2021;09.05.2021;10.05.2021 - 15.05.2021;10.05.2021 - 15.05.2021;16.05.2021;16.05.2021;17.05.2021 - 22.05.2021;17.05.2021 - 22.05.2021;23.05.2021;23.05.2021;24.05.2021 - 29.05.2021;;30.05.2021;;31.05.2021 - 05.06.2021;;09.05.2021 - 05.06.2021;;Info;06.06.2021;;07.06.2021 - 12.06.2021;;13.06.2021;;14.06.2021 - 19.06.2021;;20.06.2021;;21.06.2021 - 26.06.2021;;27.06.2021;;28.06.2021 - 03.07.2021;;06.06.2021 - 03.07.2021;;Info;04.07.2021;;05.07.2021 - 10.07.2021;;11.07.2021;;12.07.2021 - 17.07.2021;;18.07.2021;;19.07.2021 - 23.07.2021;;24.07.2021;;25.07.2021 - 31.07.2021;;04.07.2021 - 31.07.2021;;Info;01.08.2021;;02.08.2021 - 07.08.2021;;08.08.2021;;09.08.2021 - 13.08.2021;;14.08.2021;;15.08.2021 - 20.08.2021;;21.08.2021;;22.08.2021 - 28.08.2021;;01.08.2021 - 28.08.2021;;Info;29.08.2021;;30.08.2021 - 04.09.2021;;05.09.2021;;06.09.2021 - 11.09.2021;;12.09.2021;;13.09.2021 - 17.09.2021;;18.09.2021;;19.09.2021 - 25.09.2021;;29.08.2021 - 25.09.2021;;Info;26.09.2021;;27.09.2021 - 02.10.2021;;03.10.2021;;04.10.2021 - 09.10.2021;;10.10.2021;;11.10.2021 - 15.10.2021;;16.10.2021;;17.10.2021 - 23.10.2021;;26.09.2021 - 23.10.2021;;Info;24.10.2021;;25.10.2021 - 29.10.2021;;30.10.2021;;31.10.2021 - 04.11.2021;;05.11.2021;;06.11.2021 - 13.11.2021;;14.11.2021;;15.11.2021 - 19.11.2021;;24.10.2021 - 19.11.2021;;Info;20.11.2021;;21.11.2021 - 27.11.2021;;28.11.2021;;29.11.2021 - 03.12.2021;;04.12.2021;;05.12.2021 - 11.12.2021;;12.12.2021;;13.12.2021 - 17.12.2021;;20.11.2021 - 17.12.2021;;Info;18.12.2021;;19.12.2021 - 25.12.2021;;26.12.2021;;27.12.2021 - 02.01.2022;;03.01.2022;;04.01.2022 - 08.01.2022;;09.01.2022;;10.01.2022 - 14.01.2022;;18.12.2021 - 14.01.2022;;Info;15.01.2022;;16.01.2022 - 22.01.2022;;23.01.2022;;24.01.2022 - 28.01.2022;;29.01.2022;;30.01.2022 - 04.02.2022;;05.02.2022;;06.02.2022 - 11.02.2022;;15.01.2022 - 11.02.2022;;Info;12.02.2022;;13.02.2022 - 18.02.2022;;19.02.2022;;20.02.2022 - 25.02.2022;;26.02.2022;;27.02.2022 - 06.03.2022;;07.03.2022;;08.03.2022 - 12.03.2022;;12.02.2022 - 12.03.2022;;Info;13.03.2022;;14.03.2022 - 19.03.2022;;20.03.2022;;21.03.2022 - 26.03.2022;;27.03.2022;;28.03.2022 - 01.04.2022;;02.04.2022;;03.04.2022 - 09.04.2022;;13.03.2022 - 09.04.2022;;Info;10.04.2022;;11.04.2022 - 16.04.2022;;17.04.2022;;18.04.2022 - 23.04.2022;;24.04.2022;;25.04.2022 - 01.05.2022;;02.05.2022;;03.05.2022 - 08.05.2022;;10.04.2022 - 08.05.2022;;Info;09.05.2022;;10.05.2022 - 14.05.2022;;15.05.2022;;16.05.2022 - 21.05.2022;;22.05.2022;;23.05.2022 - 27.05.2022;;28.05.2022;;29.05.2022 - 03.06.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2022;;05.06.2022 - 12.06.2022;;13.06.2022;;14.06.2022 - 17.06.2022;;18.06.2022;;19.06.2022 - 25.06.2022;;26.06.2022;;27.06.2022 - 01.07.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2021 - 01.07.2022;;Info
;Прокладки;129,49;1;129,49;1;129,49;1;;;231,98;2;;;;;;;302,29;3;;;663,76;6;;;;;;299,80;2;;;;;95,99;1;;;;;395,79;3;;274,70;3;;;;;;;578,00;2;;;136,49;1;;;989,19;6;;211,39;2;;;;;;;199,80;2;;;199,80;2;;;610,99;6;;;;;;275,39;2;47,90;1;;;;;95,49;1;;;418,78;4;;935,99;4;;;;;;;224,48;2;;;;;;;1 160,47;6;;;;;;244,18;2;;;;;;;;;;;244,18;2;;251,99;2;;;161,34;2;;;;;;;163,89;2;;;577,22;6;;128,99;1;;;;;62,99;1;606,98;2;;;;;;;798,96;4;;53,90;1;;;;;;;;;;;93,99;1;;;147,89;2;;424,47;3;;;;;;;953,13;7;;;;;;;1 377,60;10;;;;;;244,35;2;;;;;;;255,98;2;;;500,33;4;;;;;;108,49;1;;;;;;;;;;;108,49;1,000;;317,48;2;;;119,49;1;;;147,49;1;79,90;1;977,47;3;;;1 641,83;8,000;;371,48;2;1 206,98;6;1 195,92;8;;;147,49;1;168,99;1;276,99;1;;;3 367,85;19,000;;160,98;2;;;358,98;2;;;;;;;;;;;519,96;4,000;;;;;;;;;;;;;;;;;;0,00;0,000;;177,99;1;;;358,98;2;;;;;129,99;1;;;;;666,96;4,000;;14 190,25;95,000;
;Салфетки бумажные;35,96;2;35,96;2;35,96;2;;;35,96;2;;;35,96;2;;;35,96;2;;;143,84;8;;;;;;;;;;;;;;35,96;2;;;35,96;2;;17,98;1;;;35,96;2;;;35,96;2;;;35,96;2;;;125,86;7;;17,98;1;;;;;;;35,96;2;;;35,96;2;;;89,90;5;;35,96;2;;;35,96;2;;;35,96;2;;;35,96;2;;;143,84;8;;17,98;1;;;35,96;2;;;35,96;2;;;35,96;2;;;125,86;7;;35,96;2;;;33,80;2;;;17,99;1;;;;;;;87,75;5;;42,49;1;;;29,34;2;;;;;;;35,98;2;;;107,81;5;;35,98;2;;;35,98;2;;;;;;;70,60;4;;;142,56;8;;37,96;2;;;70,97;3;;;25,99;1;;;;;;;134,92;6;;51,98;2;;;77,97;3;;;45,62;2;;;;;;;175,57;7;;73,02;3;;;49,62;2;;;;;;;77,97;3;;;200,61;8;;37,98;2;;;37,98;2;;;56,97;3;;;;;;;132,93;7,000;;33,96;2;;;33,96;2;;;39,96;2;;;33,96;2;;;141,84;8,000;;33,96;2;;;37,98;2;;;29,99;1;;;29,99;1;;;131,92;6,000;;49,98;2;91,99;1;49,98;2;;;40,10;2;;;49,98;2;;;282,03;9,000;;49,98;2;;;48,90;2;;;;;;;49,98;2;;;148,86;6,000;;49,98;2;;;49,98;2;;;49,98;2;;;24,99;1;;;174,93;7,000;;2 526,99;119,000;
;Сито для раковины, решетка;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;16,62;3;;;16,62;3;;;;;;42,50;1;;;;;;;;;;;42,50;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;39,98;2;;;;;;;39,98;2,000;;;;;;;;;;;;;;;;;;0,00;0,000;;99,10;6,000;
;Средство для пола;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;83,99;1;;;;;;;;;;;83,99;1;;;;;;;;;;;;;;;;;;0,00;0;;115,99;1;;;;;;;;;;;;;;;115,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;219,00;1;;;;;;;;;;;;;;;219,00;1,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;418,98;3,000;
;Таблетка для туалета;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;29,98;2;;;84,99;1;;;;;;;114,97;3;;;;;;;;;;;;;;29,96;2;;;29,96;2;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;14,98;1;;;;;;;14,98;1;;;;;;;;;;59,92;4;;;14,98;1;;;74,90;5;;;;;;42,24;3;;;;;;;79,99;10;;;122,23;13;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;29,98;2;;;;;;;59,96;4;;;;;;;89,94;6,000;;;;;;17,98;1;;;;;;;37,96;2;;;55,94;3,000;;37,96;2;;;;;;;67,96;4;;;;;;;105,92;6,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;45,00;2;;;109,99;10;;;;;;;154,99;12,000;;;;;;;;;;;;;;;;;;0,00;0,000;;763,83;51,000;
;Туалетная бумага, полотенца;101,99;1;101,99;1;208,98;2;;;108,49;1;;;318,97;3;;;;;;;636,44;6;;210,48;2;;;210,48;2;;;128,99;1;;;211,48;2;;;761,43;7;;;;;;109,49;1;;;211,48;2;;;211,48;2;;;532,45;5;;209,70;3;;;117,65;1;;;101,99;1;;;;;;;429,34;5;;101,99;1;;;;;;;218,98;2;;;109,49;1;;;430,46;4;;179,39;2;;;196,98;2;;;200,48;2;;;200,48;2;;;777,33;8;;98,49;1;;;212,86;2;;;124,49;1;;;65,15;1;;;500,99;5;;186,98;2;;;291,82;3;;;;;;;124,49;1;;;603,29;6;;341,97;3;;;113,99;1;;;354,17;;;;;;;;810,13;4;;;;;;460,97;3;;;;;;;106,99;1;;;567,96;4;;460,97;3;;;124,49;1;;;70,12;1;;;;;;;655,58;5;;284,69;3;;;;;;;205,45;2;;;305,85;2;;;795,99;7;;;;;;;;;;289,80;2;;;;;;;289,80;2,000;;394,79;3;;;125,99;1;;;124,49;1;;;270,94;4;;;916,21;9,000;;483,97;4;;;281,95;5;;;248,98;2;;;395,48;2;;;1 410,38;13,000;;;;;;144,99;1;;;65,77;1;;;163,98;2;;;374,74;4,000;;;;;;149,70;2;;;258,99;1;259,80;2;;;;;668,49;5,000;;;;;;;;;;184,95;5;;;81,99;1;;;266,94;6,000;;11 427,95;105,000;
;Фольга, бумага для выпечки, пакеты для запекания;;;;;;;;;;;;;;;;;157,98;2;;;157,98;2;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;226,97;3;;;226,97;3;;;;;;;;;;;;;;;;;;0,00;0;;;;;;98,99;1;;;;;;;;;;;98,99;1;;;;;;;;;;157,98;2;;;;;;;157,98;2;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;69,99;1;;;69,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;79,99;1;;;;;;;;;;;79,99;1;;;;;;153,98;2;;;;;;;;;;;153,98;2;;74,91;1;;;;;;;;;;;;;;;74,91;1;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;335,97;3;140,49;1;79,99;1;;;556,45;5,000;;;;;;;;;;;;;;178,84;2;224,89;2;403,73;4,000;;;;;;;;;;;;;;185,98;2;;;185,98;2,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;132,99;1;;;;;;;132,99;1,000;;2 299,94;25,000;
;Чистящее средство (пемолюкс, для туалета и т.д.);;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;109,90;1;;;;;;;;;109,90;1;;;;;;;;;;;;;;;;;;0,00;0;;159,90;1;;;;;;;;;;;;;;;159,90;1;;221,99;1;;;;;;;;;;;;;;;221,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;165,89;2;;;;;;;165,89;2;;;;;;179,43;1;;;;;;;;;;;179,43;1;;;;;;;;;;103,35;1;;;196,25;1;;;299,60;2;;;;;;179,90;1;;;;;;;;;;;179,90;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;129,90;1;;;;;129,90;1;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;89,96;2;;;129,99;1;;;;;;;;;139,90;1;359,85;4,000;;223,99;1;;;;;;;;;;;104,99;1;;;328,98;2,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;298,98;2;;;;;;;298,98;2,000;;2 434,32;18,000;
;Шампунь;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;104,99;1;;;;;;;104,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;120,83;1;;;120,83;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;225,82;2,000;
Товары для кота;Влажный кошачий корм;31,80;2;476,40;13;20,99;1;;;;;49,98;2;209,90;10;;;209,90;10;;;490,77;23;Макс.;714,30;11;;;111,30;7;;;103,53;7;;;104,95;5;;;1 034,08;30;Макс.;111,30;7;;;79,50;5;111,30;7;;;;;104,95;5;;;407,05;24;Макс.;;;;;72,69;5;;;104,95;5;;;644,16;16;;;821,80;26;Макс.;104,95;5;;;124,85;6;;;104,95;5;;;179,07;7;;;513,82;23;Макс.;844,19;17;;;79,50;5;;;104,50;5;;;146,30;7;;;1 174,49;34;Макс.;158,43;7;;;188,40;7;;;;;;;158,13;7;79,50;5;584,46;26;Макс.;159,53;7;688,63;11;59,10;3;;;130,41;9;;;86,94;6;;;1 124,61;36;Макс.;117,45;5;;;119,95;5;79,50;5;101,94;6;;;680,05;12;;;1 098,89;33;Макс.;59,60;4;;;74,50;5;;;49,98;2;;;130,93;7;;;315,01;18;Макс.;79,50;5;;;95,40;6;;;877,17;17;;;;;;;1 052,07;28;Макс.;178,18;14;;;103,76;8;;;83,63;7;;;95,13;7;;;460,70;36;Макс.;260,97;6;;;127,45;5;;;178,43;7;;;;;;;566,85;18,000;Макс.;174,90;11;;;127,20;8;;;102,45;5;;;792,50;20;;;1 197,05;44,000;Макс.;111,30;7;;;118,30;7;;;153,30;7;203,88;12;;;;;586,78;33,000;Макс.;;;;;127,45;5;;;121,28;8;;;132,30;7;;;381,03;20,000;Макс.;450,39;10;;;212,31;7;;;146,30;7;;;188,10;9;;;997,10;33,000;Макс.;123,96;4;;;179,10;9;;;161,10;9;;;;;;;464,16;22,000;Макс.;13 270,72;507,000;Макс.
;Сухой кошачий корм;;;967,00;1;;;;;;;;;;;;;;;;;0,00;0;Влажный кошачий корм;;;;;;;;;;;;;;;;;0,00;0;Влажный кошачий корм;;;;;;;;;;;;;;;;;0,00;0;Влажный кошачий корм;;;;;;;;;;;;;984,07;1,500;;;984,07;1,500;Сухой кошачий корм;;;;;;;;;;;;;;;;;0,00;0;Влажный кошачий корм;1 076,00;1,500;;;;;;;;;;;;;;;1 076,00;1,500;Влажный кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;;;1 056,37;1,500;;;;;;;;;;;;;1 056,37;1,500;Влажный кошачий корм;;;;;;;;;;;;;1 245,00;1,500;;;1 245,00;1,500;Сухой кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;;;;;;;;;1 245,00;1,500;;;;;;;1 245,00;1,500;Сухой кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;1 245,00;1,500;;;;;;;;;;;;;;;1 245,00;1,500;Сухой кошачий корм;;;;;;;;;;;;;3 276,20;3,000;;;3 276,20;3,000;Сухой кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;1 677,54;1,500;;;;;;;;;;;;;;;1 677,54;1,500;Сухой кошачий корм;;;;;;;;;;;;;;;;;0,00;0,000;Влажный кошачий корм;11 805,18;13,500;Влажный кошачий корм
;Наполнитель для кошачьего лотка;128,99;1;;;;;;;;;;;;;;;128,99;1;;;128,99;1;;;;;;;;;;;;;;128,99;1;;;128,99;1;;128,99;1;;;;;;;128,99;1;;;128,99;1;;;386,97;3;;;;;;;;;;;;;;;;;;0,00;0;;;;;;128,99;1;;;;;;;128,99;1;;;257,98;2;;;;;;;;;;;;;;128,99;1;;;128,99;1;;;;;;;;;;128,99;1;;;;;;;128,99;1;;;;;;114,18;1;;;;;;;;;;;114,18;1;;139,99;1;;;;;;;;;;;130,22;1;;;270,21;2;;139,99;1;;;;;;;;;;;;;;;139,99;1;;166,40;1;;;139,99;1;;;;;;;;;;;306,39;2;;;;;;133,61;1;;;;;;;;;;;133,61;1,000;;;;;;139,99;1;;;;;;;;;;;139,99;1,000;;139,99;1;;;;;;;;;;;149,99;1;;;289,98;2,000;;;;;;;;;;149,99;1;;;;;;;149,99;1,000;;166,99;1;;;;;;;;;;;;;;;166,99;1,000;;179,99;1;;;;;;;;;;;218,99;1;;;398,98;2,000;;;;;;179,99;1;;;;;;;;;;;179,99;1,000;;3 451,21;24,000;
Остальные расходы;Антисептик;;;;;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0;Макс.;;;;;;;;;;;;;;;;;0,00;0,000;Макс.;;;;;;;;;;;;;;;;;0,00;0,000;Макс.;;;;;;;;;;;;;;;;;0,00;0,000;Макс.;;;;;;;;;;;;;;;;;0,00;0,000;Макс.;;;;;;;;;;;;;;;;;0,00;0,000;Макс.;;;99,90;1;;;;;;;;;;;;;99,90;1,000;Макс.;99,90;1,000;Макс.
;Аптечка;;;;;;;;;;;;;;;;;;;;;0,00;0;Колготки;;;;;;;;;;;;;;;;;0,00;0;Свеча;;;;;;;;;;;;;;;;;0,00;0;Буксировочный канат;;;;;;;;;;;;;;;;;0,00;0;Бритва;;;;;;;;;;;;;;;109,90;1;109,90;1;Цветы в горшке;;;;;;;;;;;;;;;;;0,00;0;Шезлонг;;;;;;;;;;;;;;;;;0,00;0;Канцтовары;;;;;;;;;;;;;;;;;0,00;0;Штора для ванной;;;;;;;;;;;;;;;;;0,00;0;Посуда;;;;;;;;;;;;;;;;;0,00;0;Одноразовая посуда;;;;;;;;;;;;;;;;;0,00;0;Варежки;;;;;;;;;;;;;;;;;0,00;0;Очки;;;;;;;;;;;;;;;;;0,00;0,000;Одноразовая посуда;;;;;;;;;;;;;;;;;0,00;0,000;Носки;;;;;;;;;;;;;;;;;0,00;0,000;Колготки;;;;;;;;;;;;;;;;;0,00;0,000;Постельное белье;;;;;;;;;;;;;;;;;0,00;0,000;Посуда;;;;;;;;;;;;;;;;;0,00;0,000;Посуда;109,90;1,000;Посуда
;Батарейки;;;;;;;;;;;;;;;;;;;;;0,00;0;;88,27;8;;;;;;;;;;;;;;;88,27;8;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;94,00;1;;;;;;;;;;;;;94,00;1,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;46,99;1;;;;;;;;;;;;;;;46,99;1,000;;;;;;;;;;;;;;;;;;0,00;0,000;;229,26;10,000;
;Канцтовары;;;;;;;;;;;;;;;;;65,98;2;;;65,98;2;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;253,98;4;;;69,99;1;189,00;1;;;;;49,00;1;;;561,97;7;;;;;;20,93;1;;;31,99;1;;;;;;;52,92;2;;;;;;155,03;;;;145,99;;;;;;;;301,02;0;;;;;;36,72;1;;;;;;;169,99;;;;206,71;1;;149,99;;;;199,98;;;;;;;;76,65;;;;426,62;0;;;;;;59,99;;;;;;;;;;;;59,99;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;79,99;;;;;;;;;;;;79,99;0,000;;;;;;246,93;;;;;;;;;;;;246,93;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;32,99;;;;;;;;32,99;0,000;;2 035,12;12,000;
;Бритва;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;694,99;1;;;694,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;694,99;1,000;
;Буксировочный канат;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;690,99;1;;;;;;;;;;;;;;;690,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;690,99;1,000;
;Варежки;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;399,99;1;;;;;;;;;;;;;;;399,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;399,99;1,000;
;Ведро;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;139,99;1;;;;;;;;;139,99;1;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;139,99;1,000;
;Галоши;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;148,99;1;;;;;;;;;;;;;148,99;1,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;148,99;1,000;
